0	-nan	-nan	-nan
128	0.00511822	0.0057847	-8.8795e-05
256	0.00752647	0.00858486	1.75806e-05
384	0.00940451	0.0107197	-2.74175e-06
512	0.0108655	0.0126188	-2.1679e-05
640	0.0121467	0.0142998	3.17926e-05
768	0.0131164	0.0157764	9.86564e-06
896	0.0141617	0.0163426	2.27999e-05
1024	0.0151727	0.0179626	-1.69726e-05
1152	0.0157405	0.018573	3.25536e-05
1280	0.0166769	0.019038	4.36907e-06
1408	0.0173888	0.0199703	-7.20079e-05
1536	0.0180464	0.0204813	5.17043e-06
1664	0.018562	0.021283	-4.95953e-06
1792	0.0192192	0.0219521	-7.57229e-06
1920	0.0193921	0.0224387	3.214e-05
2048	0.0195899	0.0226595	-5.72948e-05
2176	0.0208334	0.0240777	-1.37354e-06
2304	0.0213721	0.0244948	3.06124e-06
2432	0.0219741	0.0252012	-1.5564e-05
2560	0.0225545	0.0258866	2.44788e-05
2688	0.0230643	0.0264418	-5.98384e-06
2816	0.0232791	0.0265369	-3.09159e-06
2944	0.0232459	0.0267052	-3.36104e-05
3072	0.0240551	0.0275449	-1.37336e-05
3200	0.0247476	0.0282197	-1.34298e-05
3328	0.0248496	0.0281448	-9.24074e-06
3456	0.0249265	0.028031	3.53409e-05
3584	0.0251897	0.0289198	-9.73722e-06
3712	0.0258661	0.0291902	-1.81588e-05
3840	0.0264037	0.0303753	-3.17465e-05
3968	0.0268117	0.0305901	-3.23824e-06
4096	0.0270816	0.0313184	1.01598e-05
4224	0.0273271	0.0321503	-1.98744e-05
4352	0.0279294	0.0322844	-7.16391e-05
4480	0.0287749	0.0335604	2.10869e-05
4608	0.0289639	0.0337038	-2.654e-05
4736	0.0293563	0.0342308	-4.00124e-06
4864	0.029348	0.0340129	2.99658e-05
4992	0.0298177	0.0348871	5.37518e-05
5120	0.0304489	0.0351351	-2.12339e-05
5248	0.0311323	0.0359314	5.18208e-06
5376	0.03089	0.0359107	1.35504e-05
5504	0.0313901	0.0368658	-8.42494e-06
5632	0.0318213	0.0382144	1.20177e-05
5760	0.0316532	0.0381273	2.54497e-05
5888	0.0319592	0.0387935	-1.94875e-05
6016	0.0318425	0.0379536	-2.07942e-05
6144	0.0319621	0.0377903	-1.36653e-05
