0	-nan	-nan	-nan
128	9.33174e-06	1.00799e-05	7.60861e-08
256	1.64784e-05	1.84337e-05	-3.937e-08
384	2.23796e-05	2.63868e-05	-9.26036e-08
512	2.78118e-05	3.34524e-05	-2.14283e-08
640	3.31386e-05	3.93591e-05	3.28735e-09
768	3.77303e-05	4.63912e-05	9.44328e-10
896	4.28598e-05	5.36813e-05	4.54643e-08
1024	4.6395e-05	5.96742e-05	-4.82125e-09
1152	4.99059e-05	6.55853e-05	-6.87405e-08
1280	5.25936e-05	6.95778e-05	1.63009e-09
1408	5.58678e-05	7.2483e-05	-1.10574e-10
1536	5.98354e-05	7.8841e-05	7.7164e-08
1664	6.28625e-05	8.41818e-05	6.70872e-08
1792	6.73684e-05	9.1099e-05	4.13179e-08
1920	7.19602e-05	9.59755e-05	-4.38214e-08
2048	7.43413e-05	0.000102552	2.69524e-09
2176	7.82678e-05	0.000108615	-5.22136e-08
2304	8.1784e-05	0.000115184	5.92521e-08
2432	8.62685e-05	0.000119999	-3.12716e-08
2560	8.94584e-05	0.000124889	1.04029e-08
2688	9.40706e-05	0.000128033	-9.65884e-08
2816	9.7562e-05	0.000132506	-6.82066e-08
2944	0.000100921	0.000139586	3.40256e-08
3072	0.000104351	0.000143735	-2.87439e-08
3200	0.00010657	0.000145645	3.91701e-09
3328	0.000110312	0.000149442	-3.50164e-08
3456	0.00011431	0.000154901	2.36609e-08
3584	0.000116785	0.00015817	-7.00923e-08
3712	0.00011837	0.000161904	-1.10342e-09
3840	0.000120164	0.000164388	-8.93369e-09
3968	0.000122756	0.000169254	-2.65637e-08
4096	0.000126128	0.000172272	4.21208e-08
4224	0.000129712	0.000179524	-9.14767e-08
4352	0.00013145	0.000182249	1.27225e-09
4480	0.000134592	0.000187062	-1.05584e-09
4608	0.000136421	0.000188247	7.27487e-08
4736	0.000139037	0.000194255	6.23267e-08
4864	0.000139147	0.000196556	1.58197e-08
4992	0.000143085	0.000198579	-8.33602e-08
