Run ID:                     	run1
Number of Cells:            	1024
Number of Steps:            	10000000
Steps per unit time:        	10
lambda_s (self-propulsion): 	0.01
lambda_n (noise):           	0.01
rho (density):              	0.84
effective diffusion constant:	1.7315299091895e-09
density fluctuations scale like:	0.53827214893113
