0	-nan
0.248228	0
0.496457	0
0.744685	0
0.992913	0
1.24114	0
1.48937	111.322
1.7376	1412.68
1.98583	2814.29
2.23405	1920.2
2.48228	557.975
2.73051	285.63
2.97874	353.658
3.22697	719.124
3.4752	1244.23
3.72342	1535.36
3.97165	1495.31
4.21988	1162.11
4.46811	738.796
4.71634	565.514
4.96457	722.908
5.21279	1067.86
5.46102	1321.72
5.70925	1291.2
5.95748	1114.62
6.20571	949.763
6.45394	807.508
6.70216	804.482
6.95039	969.946
7.19862	1149.36
7.44685	1201.95
7.69508	1112.78
7.94331	992.627
8.19153	910.595
8.43976	898.139
8.68799	961.696
8.93622	1060.1
9.18445	1113.37
9.43268	1096.32
9.6809	1028.76
9.92913	958.734
10.1774	944.819
10.4256	982.376
10.6738	1032.43
10.922	1060.42
11.1703	1061.13
11.4185	1037.28
11.6667	998.792
11.915	975.974
12.1632	988.683
12.4114	1014.77
12.6596	1036.53
12.9079	1047.99
13.1561	1032.95
13.4043	1009.93
13.6526	993.106
13.9008	994.274
14.149	1017.61
14.3972	1027.59
14.6455	1032.73
14.8937	1032.64
15.1419	1016.19
15.3902	1000.92
15.6384	1000.81
15.8866	1014.97
16.1348	1024.43
16.3831	1022.79
16.6313	1028.29
16.8795	1015.26
17.1278	1003.21
17.376	1011.4
17.6242	1010.98
17.8724	1023.46
18.1207	1030.02
18.3689	1023.34
18.6171	1015.7
18.8654	1006.72
19.1136	1007.3
19.3618	1016.39
19.61	1021.66
19.8583	1022.93
20.1065	1019.68
20.3547	1014.36
20.603	1016.35
20.8512	1012.95
21.0994	1011.64
21.3476	1014.74
21.5959	1020.59
21.8441	1024.12
22.0923	1016.35
22.3405	1014.09
22.5888	1016.75
22.837	1012.72
23.0852	1012.33
23.3335	1019.54
23.5817	1021.73
23.8299	1018.93
24.0781	1017.72
24.3264	1017.64
24.5746	1010.87
24.8228	1011.16
25.0711	1016.78
25.3193	1021.87
25.5675	1028.69
25.8157	1010.22
26.064	1010.34
26.3122	1019.82
26.5604	1013.47
26.8087	1015.52
27.0569	1016.15
27.3051	1024.74
27.5533	1021
27.8016	1008.55
28.0498	1012.81
28.298	1017.57
28.5463	1020.34
28.7945	1019.77
29.0427	1015.59
29.2909	1016.63
29.5392	1017.14
29.7874	1012
30.0356	1013.64
30.2839	1019.7
30.5321	1021
30.7803	1020.45
31.0285	1011.69
31.2768	1012
31.525	1023.13
31.7732	1018.1
32.0215	1011.14
32.2697	1013.28
32.5179	1017.16
32.7661	1023.67
33.0144	1016.68
33.2626	1011.94
33.5108	1021.7
33.7591	1014.43
34.0073	1011.83
34.2555	1017.27
34.5037	1019.55
34.752	1022.86
35.0002	1018.53
35.2484	1014.77
35.4967	1008.48
35.7449	1012.4
35.9931	1017.35
36.2413	1018.74
36.4896	1023.79
36.7378	1019.3
36.986	1016.95
37.2342	1014
37.4825	1007.24
37.7307	1010.21
37.9789	1023.16
38.2272	1024.27
38.4754	1019.36
38.7236	1020.06
38.9718	1018.46
39.2201	1012.81
39.4683	1004.33
39.7165	1009.78
39.9648	1023.62
40.213	1026.63
40.4612	1022.85
40.7094	1018.39
40.9577	1009.88
41.2059	1006.12
41.4541	1010.93
41.7024	1017.41
41.9506	1022.53
42.1988	1028.11
42.447	1023.52
42.6953	1011.37
42.9435	1006.73
43.1917	1009.63
43.44	1015.28
43.6882	1021.17
43.9364	1023.99
44.1846	1024.49
44.4329	1016.48
44.6811	1009.55
44.9293	1008.42
45.1776	1009.83
45.4258	1020.94
45.674	1027.58
45.9222	1021.83
46.1705	1017.09
46.4187	1012.62
46.6669	1008.28
46.9152	1009.05
47.1634	1017.3
47.4116	1028.73
47.6598	1023.9
47.9081	1015.78
48.1563	1014.5
48.4045	1010.04
48.6528	1010.11
48.901	1016.91
49.1492	1021.69
49.3974	1025.31
49.6457	1020.31
49.8939	1014.39
50.1421	1011.08
50.3904	1008.89
50.6386	1016.98
50.8868	1019.87
51.135	1020.96
51.3833	1020.98
51.6315	1019.52
51.8797	1016.6
52.1279	1006.91
52.3762	1010.63
52.6244	1023.31
52.8726	1020.95
53.1209	1016.54
53.3691	1017.24
53.6173	1019.01
53.8655	1016.06
54.1138	1010.69
54.362	1016.01
54.6102	1019.56
54.8585	1020.94
55.1067	1016.39
55.3549	1013.62
55.6031	1017.9
55.8514	1017.2
56.0996	1013.97
56.3478	1015.2
56.5961	1019.21
56.8443	1021.18
57.0925	1014.43
57.3407	1013.01
57.589	1018.72
57.8372	1019.08
58.0854	1015.63
58.3337	1013.45
58.5819	1017.24
58.8301	1018.8
59.0783	1019.06
59.3266	1015.38
59.5748	1014.21
59.823	1017.92
60.0713	1014.07
60.3195	1016.83
60.5677	1020.34
60.8159	1018.33
61.0642	1017.97
61.3124	1012.22
61.5606	1013.77
61.8089	1020.46
62.0571	978.333
