10188.8	16.0727	9.22904	2.77713
2547.2	13.867	7.84275	2.62951
636.8	5.20651	6.45646	1.64991
159.2	1.61038	5.07016	0.476471
39.8	0.666406	3.68387	-0.405856
9.95	0.331707	2.29757	-1.1035
2.4875	0.1719	0.911278	-1.76084
0.621875	0.0929167	-0.475016	-2.37605
0.155469	0.0361913	-1.86131	-3.31894
0.0388672	0.0110008	-3.2476	-4.50978
