0	-nan	-nan	-nan
128	0.0920381	0.0817498	4.26387e-05
256	0.186266	0.173617	-3.09221e-05
384	0.289805	0.262211	3.29652e-05
512	0.333615	0.30818	-7.06392e-05
640	0.361736	0.343429	2.89198e-05
768	0.415671	0.396423	-0.000132419
896	0.474693	0.492507	6.27422e-06
1024	0.519306	0.563769	-9.98329e-05
1152	0.569979	0.608745	7.60101e-05
1280	0.639202	0.627581	9.54516e-05
1408	0.674917	0.639549	-3.67704e-05
1536	0.743258	0.708264	-7.68008e-05
1664	0.765255	0.74833	1.77917e-05
1792	0.822411	0.778641	8.43081e-05
1920	0.801703	0.733164	-6.94526e-05
2048	0.793756	0.755516	-1.25247e-05
2176	0.85446	0.811205	-6.98006e-05
2304	0.902047	0.873437	0.000107881
2432	0.922501	0.892947	1.37791e-05
2560	0.955606	0.934893	1.22372e-05
2688	1.07462	1.06182	-5.55869e-06
2816	1.15413	1.13791	0.000114528
2944	1.2819	1.25964	0.000104088
3072	1.32166	1.28834	-3.44136e-05
3200	1.26718	1.26673	-5.36252e-05
3328	1.33406	1.4348	-7.35428e-05
3456	1.37565	1.51453	-8.06835e-05
3584	1.39414	1.62135	-3.11845e-05
3712	1.38522	1.6539	2.43712e-06
3840	1.41561	1.56243	-3.6337e-05
3968	1.42382	1.41786	-4.19942e-05
4096	1.51316	1.45759	1.0532e-05
4224	1.55028	1.43912	-6.55321e-05
4352	1.57299	1.42977	2.38587e-05
4480	1.49659	1.38473	6.77031e-05
4608	1.46817	1.40698	6.45104e-05
4736	1.41932	1.43687	4.47093e-05
4864	1.5147	1.59809	8.65379e-06
4992	1.55473	1.6817	8.80881e-05
5120	1.56704	1.74929	-9.62271e-05
5248	1.67742	1.86145	3.24516e-05
5376	1.69185	1.90753	3.66775e-05
5504	1.75011	2.0128	0.000139349
5632	1.82549	2.1059	7.10448e-05
5760	1.78029	2.1569	-9.99773e-05
5888	1.76864	2.19017	6.86102e-05
6016	1.75053	2.20675	-3.02141e-05
6144	1.74796	2.13671	-7.33012e-05
6272	1.87524	2.34102	2.1634e-05
6400	2.04399	2.52937	4.17789e-05
6528	2.18282	2.66038	-2.98387e-06
6656	2.2652	2.74715	-4.71656e-05
6784	2.29327	2.82191	9.23368e-05
6912	2.29373	2.80289	8.32676e-05
7040	2.33021	2.76661	2.14427e-05
7168	2.4655	2.93451	0.000117862
7296	2.46615	3.00539	-4.81731e-05
7424	2.55683	3.07441	-7.75095e-05
7552	2.55272	3.12393	6.05092e-05
7680	2.57228	3.19932	-4.92366e-05
7808	2.5966	3.21991	0.000217303
7936	2.69224	3.41258	2.21109e-05
8064	2.77323	3.54475	-0.000110176
8192	2.66746	3.30337	0.000101472
8320	2.69252	3.26825	0.000100498
8448	2.87211	3.35818	-1.04101e-05
8576	2.95407	3.35186	5.24591e-05
8704	3.01698	3.44973	-6.57494e-05
8832	3.11756	3.53337	-1.34961e-06
8960	3.22383	3.60546	2.66978e-05
9088	3.35277	3.89749	9.33384e-05
9216	3.38302	4.0445	-0.0001141
9344	3.46533	4.09502	1.67914e-05
9472	3.5088	4.05679	-1.12187e-05
9600	3.35637	3.82199	-6.6618e-05
9728	3.3023	3.64437	-9.51593e-05
9856	3.27414	3.77918	-8.14229e-05
9984	3.40195	3.84825	3.32957e-05
10112	3.44251	3.92725	4.64384e-05
10240	3.41062	3.91443	5.30246e-05
10368	3.55583	4.04375	-5.16203e-05
10496	3.59264	4.08184	-2.25452e-05
10624	3.66612	4.24739	-0.000167805
10752	3.81781	4.39215	-4.47749e-05
10880	3.97958	4.64751	-3.96434e-05
11008	3.98067	4.64163	-2.07004e-05
11136	4.09494	4.87929	2.04043e-05
11264	4.11283	4.97246	-3.80591e-05
11392	4.09251	4.89526	7.83675e-05
11520	4.19175	4.96805	-4.0073e-05
11648	4.34357	5.05441	-8.41513e-05
11776	4.23629	4.91882	-1.26709e-05
11904	4.28919	4.85996	-0.000149936
12032	4.28399	4.79332	4.67932e-05
12160	4.21555	4.69291	0.000107954
12288	4.32255	4.68606	2.2879e-05
12416	4.4792	4.74438	-7.62113e-05
12544	4.39479	4.77175	-5.00718e-05
12672	4.42988	4.94469	3.38748e-05
12800	4.52306	5.01617	1.60763e-05
12928	4.42951	4.85601	1.56685e-05
13056	4.51273	4.91091	9.04376e-05
13184	4.70438	5.03874	4.70393e-05
13312	4.9493	5.27053	-6.47687e-05
13440	4.94437	5.28286	-7.47134e-05
13568	4.80977	5.12552	-3.4245e-05
13696	4.90559	5.34383	4.26449e-05
13824	4.90739	5.42447	-6.30001e-05
13952	5.01404	5.64805	-7.23537e-05
14080	4.84444	5.50251	3.9119e-06
14208	4.62897	5.38444	-0.00014797
14336	4.52771	5.37343	-4.42316e-06
14464	4.72563	5.64369	-5.804e-05
14592	4.8669	5.70172	-5.0819e-05
14720	4.82906	5.80099	2.98941e-05
14848	4.72787	5.68678	0.000102634
14976	4.76844	5.76842	1.50563e-06
15104	4.79544	5.78105	-0.000118609
15232	4.77628	5.8462	2.63075e-05
15360	4.73968	5.60202	-1.41732e-05
15488	4.84312	5.67298	2.61691e-05
15616	5.02661	5.93561	0.000187544
15744	5.11409	6.02498	-1.94035e-05
15872	4.96023	6.04629	-6.56952e-05
16000	4.72017	5.81764	-4.29203e-05
16128	4.70394	5.65359	-2.83626e-05
16256	4.90945	5.94321	-6.3704e-05
16384	4.97172	5.90583	5.83299e-05
16512	5.09002	5.84257	7.04509e-05
16640	5.12666	5.96092	-3.04788e-05
16768	5.22086	6.00846	4.49645e-05
16896	5.27099	5.98233	-7.08396e-05
17024	5.28331	6.12198	-2.74426e-05
17152	5.35163	5.94259	6.66471e-05
17280	5.27994	5.73479	-1.77382e-05
17408	5.32252	5.67905	-8.03606e-05
17536	5.28204	5.66626	3.46232e-05
17664	5.21589	5.45973	6.42714e-05
17792	5.31315	5.45441	3.05527e-05
17920	5.38914	5.54197	-6.33153e-05
18048	5.14466	5.2763	-7.42635e-05
18176	4.95879	5.15204	-4.18163e-05
18304	5.05173	5.29646	-3.14275e-05
18432	5.10526	5.41136	-0.000129565
18560	5.18713	5.55103	-5.53328e-05
18688	5.06181	5.36945	6.42435e-05
18816	5.05022	5.46933	-1.49784e-05
18944	4.96138	5.39818	8.42045e-05
19072	4.93191	5.37527	-8.45602e-05
19200	4.90033	5.27607	5.24602e-05
19328	4.69332	5.06984	-0.000170941
19456	4.60585	5.12218	-5.04469e-05
19584	4.59316	5.14145	5.33352e-06
19712	4.55673	5.09863	-6.35631e-05
19840	4.66713	5.30217	-4.61625e-05
19968	4.94262	5.56648	2.06874e-05
20096	4.93886	5.46853	-1.35029e-05
20224	4.92996	5.46137	1.85833e-05
20352	4.88988	5.39032	-0.000112898
20480	5.04139	5.56202	-1.9644e-05
20608	5.21071	5.63929	1.18934e-05
20736	5.21616	5.65098	4.16331e-06
20864	5.15155	5.57268	-3.64636e-05
20992	5.30537	5.7621	2.97663e-05
21120	5.42867	5.86581	1.30225e-05
21248	5.47529	6.03986	2.90146e-05
21376	5.28641	5.86272	6.10398e-05
21504	5.16614	5.68549	0.000189204
21632	5.27672	5.71704	5.40941e-05
21760	5.33421	5.84528	2.44066e-05
21888	5.40195	5.80776	-3.15858e-05
22016	5.26533	5.67214	-7.86512e-05
22144	5.17485	5.54781	-2.73755e-06
22272	5.15733	5.43826	-2.40005e-06
22400	5.10938	5.36242	1.92701e-05
22528	5.29485	5.65237	-0.000106103
22656	5.45761	5.88667	1.72782e-05
22784	5.58288	5.90875	0.000134151
22912	5.57115	5.88816	0.00019028
23040	5.61549	5.88562	-4.29243e-05
23168	5.62594	5.91258	-4.46212e-06
23296	5.76399	6.10695	6.06193e-05
23424	5.9202	6.25983	3.83522e-05
23552	5.9118	6.16843	-6.12357e-05
23680	5.89719	6.13591	-8.91739e-05
23808	5.99813	6.26225	-4.0318e-05
23936	5.74643	5.94582	2.86518e-06
24064	5.60283	5.8451	5.6417e-05
24192	5.62076	5.82695	3.77909e-05
24320	5.58467	5.78662	5.70832e-05
24448	5.6003	5.79452	5.2995e-05
24576	5.55084	5.64707	8.99794e-06
24704	5.64522	5.69736	-1.0918e-05
24832	5.55208	5.63543	-7.29116e-06
24960	5.43687	5.59263	3.37675e-05
25088	5.4117	5.52175	-4.04045e-05
25216	5.51379	5.61933	4.68731e-05
25344	5.65602	5.79764	-3.11693e-05
25472	5.66322	5.72708	-6.58797e-06
25600	5.71922	5.74099	-2.11948e-05
25728	5.80456	5.90047	8.7814e-05
25856	5.85442	5.90574	-2.66192e-05
25984	5.92439	5.93761	-0.000108218
26112	5.86882	5.96131	0.000107068
26240	5.82724	5.8956	7.11925e-05
26368	5.96873	6.01149	-1.44845e-05
26496	6.12839	6.24143	-1.83082e-05
26624	6.11263	6.32158	4.03921e-05
26752	6.14293	6.42042	-4.59925e-05
26880	6.21599	6.38531	-1.43183e-05
27008	6.29042	6.57293	-1.56279e-05
27136	6.21441	6.37687	0.000118578
27264	6.30532	6.43272	-0.000184727
27392	6.49136	6.67903	1.63563e-05
27520	6.68499	6.99104	7.1464e-05
27648	6.81202	7.26967	-7.71169e-06
27776	6.7698	7.25561	9.57906e-06
27904	6.62659	7.06948	9.6846e-06
28032	6.46807	6.85943	-7.33295e-05
28160	6.42448	6.8463	-1.61053e-05
28288	6.2742	6.69759	-0.000106244
28416	6.27397	6.6407	4.69603e-05
28544	6.47406	6.73908	6.27362e-05
28672	6.5893	6.86192	-0.000129073
28800	6.65999	6.93957	1.08919e-05
28928	6.69254	6.93647	4.65548e-05
29056	6.85106	7.05817	2.2117e-05
29184	6.8038	7.13712	-4.81905e-06
29312	6.77408	7.22248	6.10772e-05
29440	6.91046	7.50389	-4.31341e-05
29568	6.95547	7.69711	-0.000106639
29696	7.06553	7.65049	-0.000153732
29824	7.14104	7.59119	-1.19306e-05
29952	7.01024	7.34204	-8.18896e-05
30080	6.91669	7.30923	8.02794e-05
30208	6.94428	7.37515	1.78882e-05
30336	7.00977	7.47023	-6.73577e-05
30464	6.89738	7.32514	-1.65128e-05
30592	6.74401	7.16548	7.79314e-05
30720	6.87758	7.15032	7.42212e-05
30848	6.9047	7.07085	2.73369e-05
30976	6.95751	6.96279	4.48549e-05
31104	7.07184	7.15851	-8.15408e-06
31232	7.18737	7.31091	1.56301e-05
31360	7.26918	7.3158	6.46577e-06
31488	7.31944	7.42873	9.08212e-06
31616	7.44266	7.5576	-1.66302e-06
31744	7.55351	7.74747	3.37141e-05
31872	7.366	7.65609	-5.22928e-05
