0	-nan	-nan	-nan
128	0.103404	0.0854588	-5.02758e-05
256	0.232004	0.21415	-5.88873e-06
384	0.34498	0.312891	-4.15868e-06
512	0.477878	0.444668	-5.55398e-05
640	0.585953	0.568337	-1.38841e-05
768	0.688603	0.652302	-1.35778e-05
896	0.780576	0.740993	-5.98514e-05
1024	0.834446	0.794014	6.32156e-06
1152	0.964224	0.903339	-6.25269e-06
1280	1.0221	0.979516	-5.18841e-05
1408	1.14001	1.1278	-2.66282e-05
1536	1.25797	1.24297	3.83376e-05
1664	1.36425	1.33423	-1.34642e-05
1792	1.49896	1.47103	4.44423e-05
1920	1.6205	1.58088	-1.12045e-05
2048	1.72022	1.65082	-2.3673e-05
2176	1.72631	1.65479	1.56193e-05
2304	1.77328	1.68083	-5.2135e-06
2432	1.8115	1.69108	1.27523e-05
2560	1.84378	1.67905	-1.07636e-05
2688	1.80915	1.6891	3.9376e-05
2816	1.81551	1.70931	3.35302e-05
2944	1.8669	1.74197	7.09765e-05
3072	1.89787	1.81054	-2.33081e-05
3200	1.97938	1.91053	1.18661e-05
3328	2.09429	1.97476	-2.15172e-05
3456	2.17411	2.01873	-2.38543e-05
3584	2.24703	2.09498	-1.44447e-05
3712	2.3165	2.22296	1.49994e-05
3840	2.33921	2.31975	1.18344e-05
3968	2.47322	2.45094	1.66898e-05
4096	2.55519	2.58221	2.343e-05
4224	2.64376	2.67039	-1.19745e-05
4352	2.72636	2.73358	4.34358e-05
4480	2.82632	2.82745	9.68228e-06
4608	2.94552	2.94855	2.25553e-05
4736	3.11402	3.12676	-1.25376e-05
4864	3.18561	3.22296	-4.58891e-08
4992	3.26535	3.26344	-3.22994e-05
5120	3.36686	3.28844	9.94484e-06
5248	3.56456	3.52428	-1.83625e-05
5376	3.63363	3.59197	2.50429e-05
5504	3.67481	3.66998	-1.15828e-05
5632	3.72435	3.7605	4.08705e-06
5760	3.68851	3.74613	-1.74499e-05
5888	3.77617	3.79631	2.30557e-05
6016	3.91847	3.90029	5.57376e-05
6144	4.10915	4.04774	2.84799e-05
6272	4.26212	4.14613	-1.31822e-05
6400	4.347	4.14235	-1.25554e-05
6528	4.32938	4.09065	-3.76603e-05
6656	4.33994	4.13254	-3.82064e-05
6784	4.40816	4.12618	7.56868e-05
6912	4.50656	4.1976	1.14809e-05
7040	4.52875	4.26334	-9.27635e-05
7168	4.59197	4.41776	3.93058e-06
7296	4.7013	4.58045	-3.65866e-05
7424	4.84364	4.74673	-2.37731e-05
7552	4.89549	4.74974	1.2105e-05
7680	5.00474	4.79596	6.05986e-05
7808	5.01152	4.91944	-1.49624e-05
7936	5.08033	5.07681	-2.06237e-06
8064	5.0788	5.09612	2.74405e-05
8192	5.20912	5.1452	-8.65763e-06
8320	5.40685	5.21149	5.74044e-05
8448	5.65759	5.45365	-8.04333e-05
8576	5.82135	5.71518	1.03013e-05
8704	5.91076	5.81582	3.02128e-05
8832	5.95999	5.86851	1.34244e-05
8960	6.06529	5.88143	9.39508e-05
9088	6.15055	5.85081	3.10361e-06
9216	6.22938	5.95145	5.70299e-05
9344	6.22654	5.91987	5.39981e-06
9472	6.37624	6.13746	2.15519e-05
9600	6.47859	6.30514	-2.2007e-05
9728	6.69717	6.44876	-9.58434e-05
9856	6.78725	6.56524	2.56128e-05
9984	6.89643	6.69657	2.49357e-05
10112	7.06405	6.9822	6.37606e-06
10240	6.98756	7.07626	4.94746e-05
10368	7.00635	7.19404	8.0857e-06
10496	7.05322	7.23368	-1.79128e-05
10624	7.05029	7.14127	-1.64871e-05
10752	7.10151	7.19912	4.08433e-05
10880	7.25503	7.26374	-7.68423e-05
11008	7.2401	7.15979	1.25874e-05
11136	7.20998	7.08671	2.04365e-05
11264	7.24629	7.09536	6.90054e-05
11392	7.36865	7.28078	-2.06096e-06
11520	7.39658	7.26107	5.3554e-05
11648	7.3706	7.26639	-5.38433e-05
11776	7.30001	7.26436	5.52832e-05
11904	7.36456	7.26677	6.67656e-05
12032	7.47167	7.28365	-4.57654e-05
12160	7.65546	7.5108	3.70258e-06
12288	7.79857	7.65239	4.57628e-05
12416	7.95836	7.89728	3.70523e-05
12544	8.00896	8.19275	2.05695e-05
12672	8.10116	8.40061	-1.53747e-05
12800	8.1852	8.52515	1.71182e-05
12928	8.2628	8.61569	-5.8386e-05
13056	8.35321	8.71036	-3.75856e-05
13184	8.46299	8.85475	2.52495e-05
13312	8.55403	8.98531	1.0022e-05
13440	8.63213	9.0829	2.82705e-05
13568	8.55742	8.95904	-5.29799e-06
13696	8.45613	8.76137	2.19718e-05
13824	8.53387	8.83519	-1.6913e-05
13952	8.72075	9.0089	-7.34182e-06
14080	8.8688	9.15065	-1.31051e-05
14208	8.96045	9.12183	-3.41347e-05
14336	8.99149	9.16344	1.61536e-05
14464	9.1221	9.23646	2.49129e-05
14592	9.21614	9.32872	1.15416e-05
14720	9.24179	9.26756	-1.90218e-06
14848	9.40558	9.39286	1.92901e-06
14976	9.48446	9.41929	-2.33533e-05
15104	9.66203	9.69254	1.2249e-05
15232	9.555	9.70385	-1.56633e-05
15360	9.69434	9.87596	4.18236e-05
15488	9.73225	9.97226	5.4207e-05
15616	9.7961	10.0436	4.95427e-05
15744	9.90305	10.1994	-1.76022e-05
15872	9.95071	10.3606	1.92678e-06
16000	9.9174	10.1515	-0.000119499
16128	9.8259	9.93877	-4.05246e-05
16256	9.8025	9.89997	-7.32045e-05
16384	9.85559	9.85406	1.92745e-05
16512	9.85188	9.8303	-8.47375e-05
16640	9.80931	9.63299	3.43664e-06
16768	9.86838	9.62661	9.52876e-05
16896	9.86534	9.59111	-1.57533e-05
17024	9.73945	9.48791	-4.61387e-05
17152	9.74631	9.6068	-2.48727e-05
17280	9.66593	9.53164	-1.83158e-06
17408	9.61045	9.44948	2.84362e-05
