0	-nan	-nan	-nan
128	0.00142256	0.00172228	2.30385e-06
256	0.00445716	0.00540473	5.75789e-07
384	0.00852439	0.0107248	4.98173e-07
512	0.0132886	0.0171827	2.81869e-07
640	0.018661	0.0246489	6.06016e-07
768	0.0244799	0.0321789	-2.15158e-07
896	0.0293343	0.0368573	3.48497e-07
1024	0.0351549	0.0424226	2.66393e-07
1152	0.038876	0.0455581	-2.87681e-07
1280	0.0420154	0.0476187	2.46897e-07
1408	0.0453846	0.0522372	-3.31685e-07
1536	0.0480166	0.0569928	1.79229e-07
1664	0.0525842	0.0630834	-1.77326e-08
1792	0.0577125	0.0718546	4.98233e-07
1920	0.0641124	0.0788336	5.2683e-07
2048	0.0699655	0.0853734	-8.00599e-08
2176	0.0750198	0.0907081	-1.48961e-07
2304	0.0805362	0.0964365	3.71436e-07
2432	0.0872349	0.103148	6.65563e-07
2560	0.0956373	0.114196	8.71724e-07
2688	0.102586	0.122022	2.97359e-07
2816	0.108341	0.127971	3.21506e-07
2944	0.114159	0.137041	3.15079e-07
3072	0.119124	0.147714	-9.64465e-08
3200	0.123755	0.160545	-3.79706e-07
3328	0.128179	0.17157	-1.02992e-07
3456	0.133005	0.180333	1.18431e-07
3584	0.135106	0.185825	-6.33437e-07
3712	0.140955	0.195151	-3.58749e-07
3840	0.145758	0.202076	-6.75055e-07
3968	0.1486	0.206302	-8.60652e-07
4096	0.152056	0.211284	-4.27149e-07
4224	0.156886	0.217227	-2.10886e-07
4352	0.158381	0.214434	-5.82426e-07
4480	0.158824	0.20716	-6.07538e-07
4608	0.154824	0.20003	-8.45354e-07
4736	0.154159	0.197628	-5.16338e-07
4864	0.152926	0.194594	2.14076e-07
4992	0.152206	0.192083	3.36836e-07
5120	0.152276	0.189659	2.33482e-07
5248	0.153741	0.188562	4.46318e-07
5376	0.155643	0.1883	-2.55125e-07
5504	0.156177	0.186913	-1.06081e-08
5632	0.157662	0.188286	2.9308e-07
5760	0.160065	0.189004	8.87996e-08
5888	0.163423	0.190205	-1.38185e-07
6016	0.167628	0.193205	1.77386e-07
6144	0.171704	0.19487	2.74561e-07
6272	0.178532	0.199826	3.04937e-07
6400	0.184178	0.201128	-1.33398e-08
6528	0.185071	0.197421	7.26708e-08
6656	0.185287	0.195959	4.96072e-07
6784	0.187821	0.201694	1.45118e-07
6912	0.189879	0.206643	2.15469e-07
7040	0.190773	0.208423	-3.84649e-07
7168	0.19195	0.210708	-7.42565e-07
7296	0.195721	0.214594	-5.35823e-07
7424	0.195941	0.214027	-3.34036e-07
7552	0.19812	0.215836	1.15365e-07
7680	0.202501	0.221214	-2.12273e-07
7808	0.20924	0.228986	-2.11689e-07
7936	0.214457	0.23496	2.42683e-07
8064	0.220169	0.240519	-2.17197e-07
8192	0.220287	0.236076	-1.64755e-07
8320	0.217942	0.229896	1.08982e-07
8448	0.215924	0.225218	-4.40009e-07
8576	0.212969	0.218645	-2.55279e-07
8704	0.211975	0.219068	-3.11859e-09
8832	0.206723	0.214645	3.01123e-07
8960	0.204366	0.212984	-1.56978e-07
9088	0.202811	0.212813	3.1666e-07
9216	0.205139	0.213793	-3.58735e-08
9344	0.203135	0.209404	4.7584e-07
9472	0.203964	0.210671	3.23999e-07
9600	0.201943	0.209199	3.71479e-08
9728	0.2033	0.209077	-4.39831e-07
9856	0.206468	0.209273	-2.82505e-07
9984	0.208743	0.207729	-1.59024e-07
10112	0.210309	0.208585	-7.56929e-08
10240	0.211048	0.20688	-2.13393e-07
10368	0.209454	0.203833	-5.45001e-08
10496	0.207369	0.19735	-3.92024e-07
10624	0.210206	0.196935	-2.9062e-07
10752	0.210524	0.196686	1.80324e-07
10880	0.209572	0.193583	3.62173e-07
11008	0.212821	0.19384	2.83275e-07
11136	0.219321	0.200155	1.54956e-07
11264	0.220643	0.203792	3.36791e-07
11392	0.218191	0.202958	5.88068e-07
11520	0.218072	0.208365	-1.03364e-07
11648	0.2183	0.215482	7.71121e-07
11776	0.220849	0.223067	4.76472e-07
11904	0.221339	0.226932	5.63821e-07
12032	0.223192	0.231647	1.18907e-07
12160	0.225579	0.233998	2.74548e-07
12288	0.227308	0.236812	-1.26361e-07
12416	0.22436	0.233079	1.6707e-07
12544	0.220388	0.230288	6.88025e-08
12672	0.21864	0.232946	2.90877e-07
12800	0.218387	0.229814	-4.01509e-07
12928	0.218023	0.22907	2.09319e-07
13056	0.215203	0.225709	3.03975e-07
13184	0.213089	0.223526	-1.27324e-07
13312	0.213928	0.227838	1.36421e-07
13440	0.218883	0.235721	2.26404e-07
13568	0.22163	0.242747	4.46669e-07
13696	0.222195	0.245385	-1.27815e-07
13824	0.224253	0.247426	-6.50477e-07
13952	0.227824	0.250513	-8.70674e-08
14080	0.232448	0.255641	-4.98626e-07
14208	0.233456	0.25251	-4.09861e-08
14336	0.235371	0.252626	-9.9154e-07
14464	0.236923	0.253228	-2.16115e-07
14592	0.235108	0.248841	-2.12061e-07
14720	0.232027	0.243099	-3.52564e-07
14848	0.228425	0.238105	-1.75244e-07
14976	0.224409	0.234746	1.12545e-07
15104	0.22095	0.230898	4.65969e-07
15232	0.216362	0.225599	-1.64448e-07
15360	0.211004	0.220908	1.16921e-07
15488	0.207835	0.218015	-4.93793e-07
15616	0.209581	0.220547	1.90465e-07
15744	0.212579	0.226106	8.08932e-08
15872	0.215725	0.229642	3.20441e-07
16000	0.215751	0.229965	5.51039e-07
16128	0.215031	0.228727	-1.32373e-07
16256	0.21277	0.225603	4.82097e-08
16384	0.21059	0.224882	2.80154e-07
16512	0.209367	0.225454	8.45808e-07
16640	0.209346	0.229796	4.41907e-07
16768	0.209533	0.230108	-2.46786e-07
16896	0.210335	0.229778	-8.88804e-08
17024	0.209693	0.227192	2.8688e-08
17152	0.213843	0.228865	-5.37092e-08
17280	0.216518	0.231071	-5.8697e-07
17408	0.216873	0.232156	1.34643e-07
17536	0.215958	0.231007	1.19674e-07
17664	0.215257	0.230507	4.07062e-10
17792	0.213789	0.226858	-2.91858e-08
17920	0.212218	0.226144	-1.24739e-07
18048	0.212627	0.227851	-4.95118e-08
18176	0.213054	0.227348	2.7623e-08
18304	0.214254	0.228682	-7.4007e-07
18432	0.216957	0.23377	-7.8149e-08
18560	0.222402	0.23972	6.51087e-08
18688	0.226954	0.244142	-1.90385e-07
18816	0.229326	0.246046	1.96079e-07
18944	0.230516	0.24624	-1.01954e-07
19072	0.23116	0.245416	-4.42724e-07
19200	0.233357	0.246036	3.38004e-07
19328	0.233461	0.244087	-1.89683e-07
19456	0.233668	0.241891	-2.5991e-07
19584	0.232764	0.23876	1.92346e-07
19712	0.231226	0.235661	4.0796e-07
19840	0.230921	0.23476	2.45998e-07
19968	0.231479	0.232688	3.10938e-08
20096	0.23325	0.232285	3.27307e-07
20224	0.237771	0.233791	1.44269e-07
