-1.26601	-9.29879	1.04359
0.233381	-10.4238	0.956355
2.9057	-7.96885	1.09919
1.80049	-11.3486	0.94526
5.13024	-11.6213	1.04255
7.13877	-11.3493	1.07927
9.14498	-11.2906	1.01453
11.0767	-10.908	1.03616
13.1386	-11.2669	1.13168
16.5745	-10.4949	1.00518
16.2493	-6.54777	0.928726
18.5345	-11.0332	1.03545
-21.2213	-13.2714	0.77702
-19.8315	-11.5652	0.921997
-19.0479	-9.89649	0.977398
-17.1325	-10.5902	1.09082
-15.1882	-11.0176	0.928189
-12.6076	-11.2963	1.12988
-13.9284	-9.68917	0.982876
-10.9398	-12.1436	0.793105
-5.3826	-10.2608	0.984384
-8.75871	-8.65269	0.907114
-4.17749	-6.70746	0.983384
-0.788193	-7.29869	1.03346
0.850491	-8.2114	0.97786
4.77736	-8.3616	0.849502
5.5223	-6.83092	0.923683
7.36184	-6.39196	1.08888
9.70544	-9.39014	1.04365
12.2743	-7.53451	0.817614
14.8067	-10.3181	0.825187
17.4062	-7.72309	0.768586
15.2126	-4.97993	0.985
17.2244	-4.35853	1.03153
20.95	-7.92087	0.896853
20.2458	-6.13519	1.00004
-18.2754	-6.54507	0.985825
-17.7118	-8.47571	0.979603
-16.2495	-6.91317	1.05721
-12.1155	-7.31772	0.95136
-10.4709	-8.22105	0.973718
-10.4776	-10.3809	1.07063
-8.42053	-6.76343	1.12265
-8.50231	-10.4683	1.02561
-5.1345	-5.18622	0.982708
-1.55364	-3.83939	1.07851
0.482023	-4.05805	1.01576
-0.461987	-5.53393	0.814785
5.39416	-2.71591	0.933756
9.34973	-6.35133	0.985762
10.5683	-7.69756	0.898138
11.3615	-5.77381	1.19019
13.4636	-9.02029	1.0889
15.7195	-8.57328	1.08801
15.7969	-3.39349	0.735757
19.2162	-4.49115	0.874371
21.2131	-4.23539	1.14639
-20.2974	-6.2358	0.880666
-16.997	-4.82522	1.17253
-15.4956	-3.39484	0.952017
-14.7875	-5.33336	1.10685
-12.8201	-5.62884	0.915283
-10.5209	-6.18115	1.10527
-7.10722	-5.14235	1.01515
-9.08808	-4.86912	0.930607
-6.23791	-7.01325	1.13866
-3.55593	-4.09923	0.969126
-0.386381	-2.28106	0.942791
2.46612	-4.162	1.05569
2.74529	-0.680258	1.0572
4.30525	-4.01066	0.823337
8.37154	-4.68747	1.02528
7.01726	-3.40262	0.870844
10.1619	-4.03131	0.916083
12.0467	-3.69801	1.03071
14.2084	-6.93598	1.17422
13.314	-5.12955	0.884311
14.0261	-3.50462	0.954302
19.5629	-2.53295	1.16043
-20.8852	-2.21082	0.982753
-19.21	-4.70133	1.01862
-17.1932	-2.83725	0.867564
-13.3515	-3.86425	0.947897
-11.4943	-4.35175	0.950346
-10.0482	-3.12029	0.990728
-7.98023	-3.24169	1.11835
-5.9513	-3.55195	0.97577
-4.43502	-2.17655	1.16522
-3.28012	-0.191619	1.19323
-2.36485	-2.08052	0.927608
1.56188	-2.37048	1.01692
3.52256	-2.48065	0.968398
4.81988	-0.834959	1.0823
6.88703	-1.49829	1.05428
8.69229	-2.82896	1.00692
8.77635	-1.04608	0.914155
10.6004	-1.94935	1.17601
12.8264	-1.76892	1.09746
15.0516	-1.72639	1.1552
17.2961	-2.21975	1.18234
20.5187	-0.660286	0.951137
-19.7021	-0.752522	1.00544
-19.0306	-2.72791	1.01066
-15.983	-1.40708	1.02239
-12.617	-0.713701	1.08086
-11.9335	-2.55494	0.9015
-10.5922	-1.1251	1.09588
-8.53895	-1.17942	1.07883
-6.58218	-1.72692	1.05984
-5.3821	-0.170965	1.05582
-2.09424	1.44504	0.886831
-0.2104	1.2534	1.04556
-1.21178	-0.520403	1.0712
0.74846	-0.560749	1.04627
3.83398	1.0595	1.06348
5.77862	0.885872	0.891682
7.64307	0.438429	1.03561
9.81219	0.473418	1.03702
11.63	-0.156265	0.91395
14.2912	0.314369	1.0932
16.5492	-0.146984	1.07103
18.5819	-0.505132	0.991097
19.7006	1.06692	0.976031
-20.804	0.93992	1.06861
-16.8676	0.27875	0.914401
-14.4919	-0.283452	0.842165
-14.0783	-2.09171	1.00465
-13.3369	1.2481	1.10092
-11.3207	0.842571	1.00456
-9.48275	0.50323	0.925779
-7.19431	0.131471	0.836681
-6.09346	1.53146	0.942217
-4.24306	1.68677	0.967984
-2.93199	3.12005	1.02766
0.850658	3.0568	1.12558
1.81987	1.18605	1.02067
2.8588	2.77734	0.894857
7.01694	2.28979	0.987412
8.32112	3.98902	0.912201
8.96799	2.24491	0.984843
10.9781	1.90314	0.904979
12.6418	1.31058	0.912176
15.8741	1.76626	1.04978
17.8494	1.24809	0.854681
20.817	2.70243	0.931768
-17.8991	-1.19043	0.946876
-18.6842	1.04439	1.09251
-17.0379	2.04018	0.903628
