-19.1978	7.70583	0.964425
-15.8161	5.62763	0.998183
-12.3837	7.99889	1.2569
-10.2443	7.55007	0.982871
-6.04933	5.08678	1.05501
-6.99722	3.3874	0.971171
-3.96807	4.22301	0.787767
-6.65542	0.38658	0.908556
-8.32602	0.0622257	0.853421
-3.39132	-1.3272	0.974195
0.360943	0.16143	1.00083
5.95198	8.44463	1.01144
8.71043	6.63879	0.984777
10.0215	5.17901	0.993389
8.01528	1.54532	1.0482
10.9619	3.47293	1.00446
16.2886	7.87793	0.936261
16.9933	9.72442	1.11429
-19.6132	9.61613	0.978415
20.8298	10.2882	1.00241
-21.1132	8.34449	1.08231
-15.8949	8.57156	0.949472
-13.1296	12.1567	1.05881
-8.87361	8.92353	0.977553
-9.16276	10.8915	1.0375
-5.40494	9.72132	1.11603
-4.28219	8.0021	1.03271
-4.23164	5.99478	1.05461
1.33938	4.16384	1.00274
0.705374	2.36952	0.928012
3.55951	5.0645	1.02742
-1.1033	1.56543	1.0786
2.7478	2.9249	0.928698
5.68305	5.0693	0.947431
8.30947	10.6042	0.937658
10.1744	7.77148	0.968207
11.4124	9.34786	1.07009
13.3717	10.0055	0.958671
15.1791	10.7912	0.997764
16.862	11.8734	1.05221
-20.4134	13.2971	0.949223
-17.8934	8.97438	0.901029
-18.7656	12.6072	0.844949
-15.0297	12.7133	0.960174
-16.6029	11.7903	0.900939
-11.1189	11.5302	1.05004
-8.11922	12.437	0.918839
-6.31473	12.6376	1.03384
-4.56018	11.6986	1.14285
-2.28319	5.10222	1.08517
0.929001	7.16326	1.01487
2.80732	7.25951	0.858161
1.99404	5.80223	0.782045
2.91384	10.9225	1.15526
6.64152	10.1067	0.864947
6.90607	11.9493	1.04553
9.48848	9.36076	0.856417
11.6893	6.61085	1.05416
7.43799	13.949	0.875746
11.1994	12.8078	1.09942
13.5899	11.8495	0.945842
15.157	12.8475	0.989694
-16.6378	10.1152	0.860503
-18.9581	14.3529	0.931786
-20.1217	11.4551	1.01334
-13.5136	14.0208	0.853327
-13.7666	15.9475	1.10216
-11.53	13.5381	1.04209
-8.3926	16.2907	0.943713
-7.55919	14.351	1.1498
-3.83469	13.5577	0.914044
-2.24877	8.70853	0.930592
-0.955427	6.99272	0.942957
0.475105	10.7526	0.948656
0.0504606	5.49707	0.921552
1.45141	12.6693	1.17727
3.55221	13.0597	1.01973
2.28472	14.7218	1.03676
10.2402	10.9707	0.96127
12.005	11.1096	0.822635
8.95953	12.5638	1.14898
13.2874	13.5627	0.852426
14.6767	14.7755	1.05872
16.6919	14.0074	0.953994
18.8258	10.9987	1.16693
-18.2407	10.9295	0.962578
-17.211	13.5221	1.00221
-15.4581	14.6403	1.04865
-12.1084	17.548	0.948808
-11.67	15.6003	1.10662
-9.77157	12.8601	0.879718
-2.60833	12.1891	0.992128
-6.34386	16.271	1.2128
-0.282767	8.87439	1.09684
-2.68667	6.99501	0.892581
0.229048	14.4967	1.05855
1.82731	9.00632	1.10975
-0.887778	16.3302	1.15151
1.17912	16.3745	1.00286
5.0219	11.1711	1.02996
4.26843	15.0916	1.03756
5.55076	13.4993	1.06821
6.23803	15.4572	1.02697
9.84565	14.4482	1.02637
11.8835	14.8657	1.1081
16.3913	16.0884	1.19533
18.4713	13.1661	1.06098
20.49	12.2857	1.03683
20.0825	14.2059	0.968806
-15.7066	16.6364	1.03655
-14.5237	19.9397	0.96724
-15.0376	-20.7353	0.937813
-9.69014	14.778	1.11413
-10.1608	16.9498	1.01798
-1.54102	10.5256	1.03114
-1.94537	14.2656	1.19359
-0.674441	12.4315	1.06119
-1.47426	18.9731	1.00496
-2.65364	17.3603	1.05842
0.239751	18.142	1.00813
2.09046	18.0082	0.923665
3.05492	16.5461	0.925693
3.84392	18.6816	1.08235
4.9671	16.9963	1.02368
8.2138	15.632	1.00489
13.3582	16.4674	1.12536
14.9549	17.9147	1.10503
16.752	17.9609	0.742848
18.3563	15.0904	0.90219
-20.8033	15.1709	1.03397
-17.3638	15.4286	1.03072
-14.0148	18.0183	1.03046
-19.4729	18.0374	0.917055
-15.9718	18.6338	1.06152
-12.6101	19.4124	1.03097
-5.41059	14.4019	1.01339
-4.68677	17.6721	1.1678
-3.4173	10.0624	0.915187
-3.72616	15.5356	1.06551
-3.40478	19.3559	1.09752
-0.244068	20.4187	0.956487
1.42428	19.69	0.96625
3.13975	20.6143	1.05736
3.85075	-18.4774	1.07675
6.69138	20.5566	1.09539
4.90093	20.1827	0.810263
5.83653	18.7212	0.984024
11.6271	17.6376	0.935599
13.0918	18.5707	0.870953
15.9343	19.823	1.03569
17.9872	19.2671	1.09408
19.9205	16.1404	1.00199
18.2341	17.101	0.984924
-19.2141	16.2067	0.966915
-17.6511	17.3787	1.09021
-16.398	20.5283	0.961289
-13.0965	-21.1521	1.10016
-10.6398	18.928	1.0978
-8.57518	18.3359	1.12269
-5.43578	19.8244	1.09749
-6.62364	18.309	0.920487
-5.84236	-20.7095	0.955666
-2.09218	20.8555	1.05015
1.29676	-20.8111	1.10289
1.95685	-18.8217	0.940355
3.04433	-20.11	0.81775
5.00909	-20.4101	1.21341
7.68254	18.8514	0.949759
6.91272	17.2251	0.876435
10.3129	16.3413	0.983451
14.118	19.85	0.824933
16.8305	-20.6556	1.12274
18.9199	21.2063	1.1055
19.7621	18.2068	0.991165
-21.029	18.7043	0.85077
-20.9421	17.0057	0.889451
-17.8887	19.2999	0.986233
-18.2301	21.1647	1.01474
-11.1227	20.9451	0.997626
-16.3604	-16.9943	1.0337
-8.49843	-18.9785	0.784721
-9.18296	20.3791	1.06383
-7.7589	-20.6296	1.07857
-4.01751	-21.1489	1.00905
-2.63383	-19.7192	1.06042
-0.76139	-20.3114	0.940383
-3.16727	-17.7452	1.04508
0.644196	-17.4924	0.950079
7.2409	-20.0202	0.934731
8.89016	20.4611	1.13693
10.09	18.7585	0.99286
