0	-nan	-nan	-nan
128	0.000373942	0.000460863	-3.20402e-07
256	0.000550592	0.000725812	6.05584e-06
384	0.000672508	0.00087789	5.33286e-06
512	0.000801881	0.0010873	8.59996e-07
640	0.000921847	0.00131394	-3.07738e-06
768	0.000976594	0.00144059	1.58562e-06
896	0.00102602	0.00145221	4.72298e-06
1024	0.00110717	0.00170982	-5.08105e-06
1152	0.001192	0.00188713	-5.73031e-06
1280	0.00123623	0.00198756	1.94531e-06
1408	0.001284	0.00217128	-3.63767e-06
1536	0.00133869	0.0022931	3.58489e-06
1664	0.00137937	0.00230553	2.73012e-06
1792	0.00143739	0.00231846	-3.19e-06
1920	0.00144833	0.00241955	-3.88133e-06
2048	0.00148677	0.00247861	6.60414e-06
2176	0.00155556	0.00263921	3.58357e-07
2304	0.00159736	0.0026698	6.74063e-06
2432	0.00160409	0.00277837	-1.32192e-05
2560	0.00162594	0.00281026	4.05395e-06
2688	0.00168289	0.00300848	6.09907e-06
2816	0.00175479	0.00313467	7.19887e-06
2944	0.00181419	0.00324745	5.58969e-06
3072	0.00186273	0.00324795	-3.60319e-07
3200	0.00186041	0.00316358	1.02501e-05
3328	0.00189834	0.00335271	-2.13849e-06
3456	0.00193707	0.00346473	-7.07668e-07
3584	0.00198793	0.00365049	9.96621e-06
3712	0.00199822	0.00374514	-1.84352e-08
3840	0.00195762	0.00341497	-3.37638e-06
3968	0.00196911	0.00347211	3.55785e-06
4096	0.00193952	0.00342313	-5.33662e-07
4224	0.00198677	0.00347175	2.41217e-06
4352	0.00204087	0.00349681	3.7913e-06
4480	0.00201433	0.00338559	2.67112e-06
4608	0.00204484	0.00345756	-5.95303e-07
4736	0.00207545	0.00348771	-3.17788e-06
4864	0.00215379	0.00373592	1.53476e-06
4992	0.00215086	0.00368643	-1.19112e-06
5120	0.00218684	0.00382228	-7.60821e-06
5248	0.00221332	0.0040189	-5.24333e-06
5376	0.00219047	0.00401134	-4.98213e-06
5504	0.00214567	0.00401662	4.70034e-07
5632	0.0021013	0.00412012	-1.28646e-06
5760	0.00210247	0.00418517	2.74939e-07
5888	0.00211384	0.00431638	2.97905e-06
6016	0.0021341	0.00431955	-9.16001e-08
6144	0.00217699	0.00460074	-9.13866e-06
6272	0.00219241	0.00450938	5.70727e-07
6400	0.0022317	0.00472199	-7.43039e-06
6528	0.00218771	0.00444043	-6.05075e-06
6656	0.00217702	0.00437246	-8.13004e-06
6784	0.00218608	0.00430151	9.51382e-08
6912	0.0021825	0.00427141	2.41731e-06
7040	0.00216807	0.00414653	-3.12302e-06
7168	0.00219634	0.00427998	7.57043e-06
7296	0.0022215	0.00471242	4.65641e-06
7424	0.00223945	0.00477663	6.90134e-06
7552	0.00227228	0.00488121	-2.20792e-06
7680	0.00233137	0.00516387	-8.64208e-07
7808	0.002363	0.00516549	-4.16874e-06
7936	0.00235251	0.00522895	-3.18025e-06
8064	0.00230898	0.00507951	-2.23267e-06
8192	0.00239295	0.00532643	2.41087e-06
8320	0.00243912	0.00513146	1.62777e-06
8448	0.00241098	0.00530814	-1.89657e-06
8576	0.00236553	0.0053646	2.93712e-06
8704	0.00239529	0.00550766	-6.79096e-06
8832	0.00239456	0.00545385	-1.44722e-06
8960	0.00238654	0.00505051	8.75841e-08
9088	0.00236254	0.00496159	1.80018e-06
9216	0.0023748	0.00503163	8.32171e-06
9344	0.00234548	0.00506264	7.91159e-06
9472	0.00233377	0.00515325	6.51875e-07
9600	0.00229639	0.00509038	4.84806e-06
9728	0.00230127	0.00512178	-1.59334e-06
9856	0.00231997	0.00510573	6.27176e-06
9984	0.00235966	0.00508702	2.04653e-06
10112	0.00236006	0.00522282	-4.49294e-06
