8.000000000000000444e-01 5.000000000000000278e-02 8.449999999999999734e-01 -8.091231326520000877e+00 5.520758402590809633e-01
6.999999999999999556e-01 5.000000000000000278e-02 8.449999999999999734e-01 -7.540021319900000130e+00 5.179230830691700094e-01
5.999999999999999778e-01 5.000000000000000278e-02 8.449999999999999734e-01 -5.653781466999999950e+00 5.675572293145849656e-01
5.500000000000000444e-01 5.000000000000000278e-02 8.449999999999999734e-01 -4.686686808600000198e+00 6.496224286836960182e-01
8.000000000000000444e-01 2.999999999999999889e-02 8.449999999999999734e-01 -8.091490451520000349e+00 5.399263504157300053e-01
5.300000000000000266e-01 5.000000000000000278e-02 8.449999999999999734e-01 -4.367105544870000244e+00 6.940693979993900475e-01
2.999999999999999889e-01 5.000000000000000278e-02 8.449999999999999734e-01 -3.959699474879999848e+00 7.502186527857840348e-01
4.000000000000000222e-01 5.000000000000000278e-02 8.449999999999999734e-01 -3.883391489180000100e+00 7.639227207002300402e-01
1.000000000000000056e-01 5.000000000000000278e-02 8.449999999999999734e-01 -4.985286184629999617e+00 6.652545323400019806e-01
1.000000000000000021e-02 5.000000000000000278e-02 8.449999999999999734e-01 -7.530171170190000041e+00 5.056908885475329685e-01
1.000000000000000000e+00 2.999999999999999889e-02 8.449999999999999734e-01 -8.467023473330000272e+00 5.210661510634669868e-01
1.000000000000000000e+00 5.000000000000000278e-02 8.449999999999999734e-01 -8.285902673189999845e+00 4.261684081372970057e-01
5.000000000000000000e-01 5.000000000000000278e-02 8.449999999999999734e-01 -3.706982218829999898e+00 7.669449370805070387e-01
1.000000000000000021e-02 1.000000000000000056e-01 8.449999999999999734e-01 -6.806469123180000302e+00 5.364573119911419941e-01
6.999999999999999556e-01 1.000000000000000056e-01 8.449999999999999734e-01 -6.598567253759999751e+00 5.268259694424769490e-01
2.999999999999999889e-01 1.000000000000000056e-01 8.449999999999999734e-01 -3.101231303030000053e+00 8.294155243495520136e-01
4.000000000000000222e-01 1.000000000000000056e-01 8.449999999999999734e-01 -3.036345576520000034e+00 8.237082973459509683e-01
5.000000000000000000e-01 1.000000000000000056e-01 8.449999999999999734e-01 -3.051681895549999801e+00 8.066719403087679874e-01
5.300000000000000266e-01 1.000000000000000056e-01 8.449999999999999734e-01 -3.642835424749999884e+00 7.490478328756370319e-01
5.500000000000000444e-01 1.000000000000000056e-01 8.449999999999999734e-01 -3.935269988459999979e+00 7.061423200323689864e-01
5.999999999999999778e-01 1.000000000000000056e-01 8.449999999999999734e-01 -4.659770003810000283e+00 6.151065293353620289e-01
8.000000000000000444e-01 1.000000000000000056e-01 8.449999999999999734e-01 -7.446317503759999568e+00 5.251736209143840206e-01
1.000000000000000000e+00 1.000000000000000056e-01 8.449999999999999734e-01 -7.965166441890000115e+00 4.930590322610429732e-01
1.000000000000000021e-02 2.999999999999999889e-01 8.449999999999999734e-01 -5.546657055149999849e+00 6.237189074612079498e-01
1.000000000000000056e-01 2.999999999999999889e-01 8.449999999999999734e-01 -2.936349533340000040e+00 8.458835773990339701e-01
2.999999999999999889e-01 2.999999999999999889e-01 8.449999999999999734e-01 -2.027590422579999885e+00 8.678865160074390461e-01
4.000000000000000222e-01 2.999999999999999889e-01 8.449999999999999734e-01 -1.892785643839999921e+00 8.623863153674919957e-01
5.000000000000000000e-01 2.999999999999999889e-01 8.449999999999999734e-01 -1.915699395260000104e+00 8.375542405470469687e-01
6.999999999999999556e-01 2.999999999999999889e-02 8.449999999999999734e-01 -7.786073852410000384e+00 4.950160708726770165e-01
1.000000000000000056e-01 1.000000000000000056e-01 8.449999999999999734e-01 -4.078135019250000326e+00 7.366538300899000413e-01
5.300000000000000266e-01 2.999999999999999889e-01 8.449999999999999734e-01 -2.491924571829999824e+00 8.070775489241419631e-01
1.000000000000000056e-01 3.000000000000000062e-03 8.449999999999999734e-01 -8.082471807319999257e+00 5.189726318664660276e-01
5.500000000000000444e-01 2.999999999999999889e-02 8.449999999999999734e-01 -5.247988723379999776e+00 6.177220004712680179e-01
5.500000000000000444e-01 2.999999999999999889e-01 8.449999999999999734e-01 -2.827510197680000115e+00 7.746167985304379666e-01
1.000000000000000021e-02 3.000000000000000062e-03 8.449999999999999734e-01 -9.770215638110000711e+00 5.070828403130169804e-01
1.000000000000000056e-01 3.000000000000000062e-03 8.449999999999999734e-01 -8.082471807319999257e+00 5.189726318664660276e-01
2.999999999999999889e-01 3.000000000000000062e-03 8.449999999999999734e-01 -7.304134247710000416e+00 5.168226467275699454e-01
4.000000000000000222e-01 3.000000000000000062e-03 8.449999999999999734e-01 -6.696392751510000352e+00 5.118235140844510367e-01
5.000000000000000000e-01 3.000000000000000062e-03 8.449999999999999734e-01 -6.824463241130000135e+00 5.544463761488099829e-01
5.300000000000000266e-01 3.000000000000000062e-03 8.449999999999999734e-01 -7.471397717680000383e+00 5.254838719077430387e-01
5.500000000000000444e-01 3.000000000000000062e-03 8.449999999999999734e-01 -7.990953764970000428e+00 5.460499832125740305e-01
5.999999999999999778e-01 3.000000000000000062e-03 8.449999999999999734e-01 -8.857522789200000801e+00 5.438453669307029559e-01
6.999999999999999556e-01 3.000000000000000062e-03 8.449999999999999734e-01 -9.856777821399999695e+00 5.480767933192109975e-01
8.000000000000000444e-01 3.000000000000000062e-03 8.449999999999999734e-01 -1.016795309619999976e+01 5.523694464272810301e-01
1.000000000000000000e+00 3.000000000000000062e-03 8.449999999999999734e-01 -9.320679034159999432e+00 5.568737825325980051e-01
1.000000000000000021e-02 1.000000000000000021e-02 8.449999999999999734e-01 -8.738224213389999662e+00 4.969563973687189939e-01
1.000000000000000056e-01 1.000000000000000021e-02 8.449999999999999734e-01 -6.868046278899999635e+00 5.331516066076460447e-01
2.999999999999999889e-01 1.000000000000000021e-02 8.449999999999999734e-01 -5.501781533810000013e+00 6.007514641769360342e-01
4.000000000000000222e-01 1.000000000000000021e-02 8.449999999999999734e-01 -5.512542051839999679e+00 6.046290267811970098e-01
5.000000000000000000e-01 1.000000000000000021e-02 8.449999999999999734e-01 -5.626178745489999855e+00 6.232241951532609958e-01
5.300000000000000266e-01 1.000000000000000021e-02 8.449999999999999734e-01 -6.025495796549999561e+00 5.677358615984550161e-01
5.500000000000000444e-01 1.000000000000000021e-02 8.449999999999999734e-01 -6.688842660079999725e+00 5.355574830479510329e-01
5.999999999999999778e-01 1.000000000000000021e-02 8.449999999999999734e-01 -7.760693923659999882e+00 5.129154010917069684e-01
6.999999999999999556e-01 1.000000000000000021e-02 8.449999999999999734e-01 -8.403871494709999723e+00 4.874441167844780209e-01
