0	0
0.001	0
0.002	0
0.003	0
0.004	0
0.005	0
0.006	0
0.007	0
0.008	0
0.009	0
0.01	0
0.011	0
0.012	0
0.013	0
0.014	0
0.015	0
0.016	0
0.017	0
0.018	0
0.019	0
0.02	0
0.021	0
0.022	0
0.023	0.000244141
0.024	0
0.025	0
0.026	0
0.027	0
0.028	0.000244141
0.029	0
0.03	0
0.031	0
0.032	0
0.033	0
0.034	0.000244141
0.035	0
0.036	0.000488281
0.037	0
0.038	0.000488281
0.039	0.0012207
0.04	0.000732422
0.041	0.000244141
0.042	0.000488281
0.043	0
0.044	0.000244141
0.045	0.000244141
0.046	0.000488281
0.047	0.000244141
0.048	0.000976562
0.049	0.000976562
0.05	0.000976562
0.051	0.00146484
0.052	0.000976562
0.053	0.000976562
0.054	0.00195312
0.055	0.000976562
0.056	0.00317383
0.057	0.00244141
0.058	0.00244141
0.059	0.00317383
0.06	0.00292969
0.061	0.00268555
0.062	0.00219727
0.063	0.00488281
0.064	0.00415039
0.065	0.00439453
0.066	0.00488281
0.067	0.00439453
0.068	0.00585938
0.069	0.00585938
0.07	0.00805664
0.071	0.00585938
0.072	0.0102539
0.073	0.00927734
0.074	0.00805664
0.075	0.00976562
0.076	0.0107422
0.077	0.0117188
0.078	0.0126953
0.079	0.0090332
0.08	0.0129395
0.081	0.015625
0.082	0.0119629
0.083	0.0151367
0.084	0.0146484
0.085	0.0161133
0.086	0.0141602
0.087	0.015625
0.088	0.0161133
0.089	0.0163574
0.09	0.0180664
0.091	0.0151367
0.092	0.0161133
0.093	0.0209961
0.094	0.0209961
0.095	0.0175781
0.096	0.0227051
0.097	0.0202637
0.098	0.0197754
0.099	0.017334
0.1	0.0170898
0.101	0.0209961
0.102	0.0178223
0.103	0.0209961
0.104	0.0187988
0.105	0.0224609
0.106	0.0146484
0.107	0.0185547
0.108	0.0170898
0.109	0.0158691
0.11	0.0170898
0.111	0.0131836
0.112	0.0144043
0.113	0.0131836
0.114	0.0134277
0.115	0.015625
0.116	0.0119629
0.117	0.0131836
0.118	0.0112305
0.119	0.0114746
0.12	0.0100098
0.121	0.00952148
0.122	0.0117188
0.123	0.00854492
0.124	0.0109863
0.125	0.0109863
0.126	0.00878906
0.127	0.00683594
0.128	0.00708008
0.129	0.00610352
0.13	0.00512695
0.131	0.00463867
0.132	0.00561523
0.133	0.00561523
0.134	0.00537109
0.135	0.00366211
0.136	0.00244141
0.137	0.00439453
0.138	0.00415039
0.139	0.00366211
0.14	0.00219727
0.141	0.00292969
0.142	0.00195312
0.143	0.00268555
0.144	0.00219727
0.145	0.00170898
0.146	0.00146484
0.147	0.00146484
0.148	0.00170898
0.149	0.0258789
