0	-nan	-nan	-nan
128	1.62632e-05	1.73038e-05	-5.1587e-08
256	2.72385e-05	3.05782e-05	7.40726e-09
384	3.77583e-05	4.26904e-05	-4.27999e-08
512	4.76909e-05	5.17771e-05	1.0575e-08
640	5.93889e-05	6.63036e-05	-4.88339e-08
768	6.66061e-05	7.52065e-05	4.92226e-08
896	7.63382e-05	8.55658e-05	-4.41187e-08
1024	8.60443e-05	9.88289e-05	4.12867e-08
1152	9.45447e-05	0.000109173	-9.63266e-08
1280	9.9865e-05	0.000116388	2.84302e-08
1408	0.00010782	0.000125653	-1.18632e-07
1536	0.000117153	0.000134381	2.64348e-09
1664	0.000124476	0.000144703	-1.47599e-08
1792	0.00012944	0.000154585	3.4096e-08
1920	0.000135298	0.000156958	-1.02889e-07
2048	0.000143488	0.00016936	4.66016e-08
2176	0.000153318	0.000180178	-5.36483e-08
2304	0.00015893	0.000189417	2.6493e-08
2432	0.000163807	0.000195176	-2.31926e-08
2560	0.000168646	0.000198733	3.21864e-08
2688	0.000177943	0.000208687	3.77725e-08
2816	0.000186361	0.000215192	-2.35305e-08
2944	0.000193702	0.000223586	-4.36897e-09
3072	0.000200131	0.000230454	6.56124e-08
3200	0.000208692	0.000241947	4.82098e-08
3328	0.000211381	0.000246984	-5.78933e-08
3456	0.000214971	0.000248658	6.89379e-09
3584	0.000221321	0.000250989	-1.82813e-09
3712	0.000228547	0.00025937	4.02873e-08
3840	0.000235089	0.000264134	4.40151e-08
3968	0.000240424	0.000275946	-1.30914e-07
4096	0.000247323	0.000283929	-5.48005e-08
4224	0.00024939	0.000291267	2.38656e-08
4352	0.000254318	0.000292146	-2.96014e-08
4480	0.000259877	0.000300536	-1.50247e-08
4608	0.000263248	0.000302791	-4.12342e-08
4736	0.000268342	0.000307875	-5.26866e-08
4864	0.000272871	0.000312466	3.11797e-08
4992	0.000277072	0.000320504	-4.32911e-08
5120	0.000280279	0.000327176	5.67818e-08
5248	0.000285146	0.00033658	5.58978e-08
5376	0.000287499	0.000342747	4.45299e-08
5504	0.000294237	0.000354575	3.59891e-08
5632	0.000299762	0.000355621	4.92198e-08
5760	0.000304812	0.000361457	9.34027e-08
5888	0.000312427	0.000367206	-1.00492e-07
6016	0.000318968	0.000380868	-3.53815e-08
6144	0.000329187	0.000386964	-8.17006e-08
6272	0.000327731	0.000387574	-7.09524e-08
6400	0.000339691	0.000402083	-3.80455e-08
6528	0.000345158	0.000413137	-2.47704e-08
6656	0.000350822	0.000425163	-8.66049e-08
6784	0.0003556	0.000432849	1.06535e-07
6912	0.000362116	0.000441738	-5.58644e-08
7040	0.000364892	0.000447549	-2.24153e-08
7168	0.000366373	0.000448672	-3.63767e-08
