0	-nan	-nan	-nan
128	1.49975e-05	1.94359e-05	-4.02093e-07
256	1.92588e-05	2.42068e-05	6.51651e-07
384	2.19012e-05	2.96227e-05	1.43323e-06
512	2.28107e-05	2.82557e-05	-9.6977e-07
640	2.45127e-05	3.2241e-05	-6.61416e-07
768	2.55342e-05	3.30209e-05	-2.20084e-07
896	2.64315e-05	3.38204e-05	1.10218e-06
1024	2.65641e-05	3.49293e-05	-1.50528e-07
1152	2.66656e-05	3.80661e-05	6.77741e-07
1280	2.68093e-05	4.29443e-05	-1.14712e-06
1408	2.76301e-05	4.30922e-05	1.48283e-07
1536	2.64802e-05	4.55111e-05	1.02684e-06
1664	2.68801e-05	3.78795e-05	-6.41671e-07
1792	2.81708e-05	3.74733e-05	7.39538e-07
1920	3.02628e-05	4.71669e-05	-3.48201e-07
2048	3.1392e-05	4.31337e-05	-3.5517e-07
2176	3.22228e-05	4.45698e-05	-9.65756e-07
2304	3.36405e-05	6.04393e-05	2.13133e-07
2432	3.2616e-05	6.07999e-05	-1.15023e-06
2560	3.303e-05	5.82647e-05	1.71083e-07
2688	3.57291e-05	6.45446e-05	-3.74668e-07
2816	3.56207e-05	7.00716e-05	-2.27362e-07
2944	3.63063e-05	6.80615e-05	4.73942e-07
3072	3.58264e-05	6.35352e-05	9.21599e-08
3200	3.68581e-05	5.98807e-05	1.04813e-07
3328	3.6472e-05	6.03822e-05	3.30147e-07
3456	3.63473e-05	5.93303e-05	3.07815e-07
3584	3.49588e-05	5.83049e-05	-3.63728e-07
3712	3.37855e-05	5.28202e-05	1.60476e-06
3840	3.44943e-05	5.12024e-05	-3.24377e-07
3968	3.49664e-05	5.52415e-05	2.86915e-07
4096	3.57036e-05	5.47903e-05	-8.54309e-07
4224	3.56944e-05	5.57375e-05	-2.56661e-07
4352	3.54959e-05	6.28932e-05	7.67277e-07
4480	3.52987e-05	6.22711e-05	-2.21812e-07
4608	3.48583e-05	5.95207e-05	-3.57764e-07
4736	3.64631e-05	6.46367e-05	8.61611e-07
4864	3.69094e-05	6.40769e-05	2.33971e-07
4992	3.62038e-05	6.11708e-05	4.00992e-07
5120	3.4438e-05	6.43858e-05	-4.16878e-07
5248	3.34504e-05	5.61162e-05	1.16752e-06
5376	3.29314e-05	6.22249e-05	4.8997e-07
5504	3.29324e-05	5.88731e-05	-1.64333e-06
5632	3.23175e-05	6.33878e-05	-2.81822e-07
5760	3.42727e-05	7.72875e-05	2.30022e-07
5888	3.4423e-05	7.88056e-05	-2.98737e-07
6016	3.54895e-05	7.45085e-05	4.32197e-08
6144	3.62483e-05	8.04685e-05	1.00062e-06
6272	3.75352e-05	8.50504e-05	-1.63027e-07
6400	3.70664e-05	8.06299e-05	-4.78642e-07
6528	3.62234e-05	6.94241e-05	-6.06718e-07
6656	3.66067e-05	7.38094e-05	9.75681e-07
6784	3.46917e-05	7.4013e-05	-3.36499e-07
6912	3.54154e-05	8.65609e-05	1.23397e-07
7040	3.53821e-05	8.6347e-05	1.49083e-06
7168	3.55142e-05	9.96787e-05	6.06448e-08
7296	3.74459e-05	0.000108275	-1.34158e-06
7424	3.76589e-05	0.000135516	4.94736e-07
7552	3.7959e-05	0.000134611	3.69222e-07
7680	3.89327e-05	0.000140579	-6.29488e-07
7808	3.72123e-05	0.000134626	4.84487e-07
7936	3.59834e-05	0.000147974	-3.9424e-07
8064	3.40196e-05	0.000162757	-2.25796e-07
8192	3.30387e-05	0.000174869	-1.04412e-06
8320	3.33727e-05	0.000165636	-4.33233e-07
8448	3.30645e-05	0.00016858	5.78544e-07
8576	3.29438e-05	0.000132261	-1.1449e-07
8704	3.43301e-05	0.000170825	-1.6186e-07
8832	3.50755e-05	0.000180896	7.54245e-07
8960	3.39938e-05	0.000193154	-6.17274e-07
9088	3.49833e-05	0.000202055	2.96494e-07
9216	3.38309e-05	0.000223076	-2.0338e-08
9344	3.66071e-05	0.000219204	-7.49176e-07
9472	3.85705e-05	0.000216446	-1.15171e-08
9600	3.75478e-05	0.000225279	3.80753e-08
9728	3.78555e-05	0.000190722	9.3517e-08
9856	3.77173e-05	0.000157823	-2.1896e-07
9984	3.80546e-05	0.000153216	1.85855e-07
10112	4.02604e-05	0.000142536	1.07519e-06
10240	3.94843e-05	0.000152556	2.8029e-07
10368	4.0244e-05	0.000162908	-4.76183e-07
10496	3.95178e-05	0.000125752	-1.96741e-07
10624	3.9847e-05	0.000133553	5.56559e-07
10752	3.87656e-05	0.00013666	-1.3918e-06
