0	-nan	-nan	-nan
128	0.00465258	0.00544114	1.09914e-06
256	0.00865055	0.0110842	-9.48839e-07
384	0.014547	0.0197822	5.22204e-06
512	0.0215157	0.0260713	-5.58049e-06
640	0.0283758	0.0338492	-5.454e-06
768	0.0305213	0.0392796	3.24359e-06
896	0.0294311	0.0358539	2.30332e-06
1024	0.0283089	0.0316278	7.97429e-07
1152	0.0317438	0.0360668	2.34162e-06
1280	0.0355614	0.0435342	2.75612e-07
1408	0.0447707	0.0588317	-2.59403e-06
1536	0.0481032	0.0612343	2.60293e-06
1664	0.0475093	0.0589413	-2.92376e-06
1792	0.0468977	0.0569634	-1.21e-06
1920	0.0524077	0.0632757	-4.42009e-06
2048	0.0542889	0.0611536	3.36046e-06
2176	0.0532201	0.0588896	1.30382e-06
2304	0.0524334	0.0564115	4.83962e-07
2432	0.0557914	0.0601476	4.64193e-06
2560	0.0610531	0.073041	-5.75198e-06
2688	0.056374	0.069991	2.73316e-06
2816	0.0579985	0.0719194	-3.54334e-06
2944	0.0570934	0.0701336	-5.098e-06
3072	0.0577191	0.0678392	9.72404e-07
3200	0.0581724	0.0660206	1.82318e-06
3328	0.0655792	0.0773069	-2.74385e-06
3456	0.0730427	0.0907656	4.11107e-06
3584	0.0772216	0.0962202	-3.5624e-06
3712	0.0815722	0.0999351	-5.079e-06
3840	0.0745655	0.0881166	9.42626e-07
3968	0.0768774	0.088908	-1.02519e-06
4096	0.0825983	0.0943343	3.49268e-06
4224	0.0808897	0.089964	-2.04365e-06
4352	0.0886395	0.101344	1.65052e-06
4480	0.0992061	0.120635	-8.51026e-07
4608	0.110838	0.143516	1.75694e-06
4736	0.118416	0.167913	-5.71577e-07
4864	0.113925	0.161483	2.5843e-06
4992	0.102529	0.140951	-9.70878e-06
5120	0.0953045	0.130454	-4.11159e-06
5248	0.0963134	0.126281	7.56769e-07
5376	0.108127	0.135269	-3.42796e-06
5504	0.104521	0.125135	-7.22842e-07
5632	0.108317	0.127932	-4.99135e-06
5760	0.107506	0.128159	3.94891e-07
5888	0.107958	0.128145	1.36049e-06
6016	0.119813	0.148295	-2.80931e-06
6144	0.125183	0.15178	1.50123e-06
6272	0.128996	0.151734	2.85156e-06
6400	0.131783	0.146475	-3.87767e-06
6528	0.128775	0.131913	-1.1323e-05
6656	0.131172	0.134231	1.81601e-06
6784	0.134465	0.143562	5.97351e-07
6912	0.125674	0.143651	3.93986e-06
7040	0.121411	0.135264	-2.05253e-06
7168	0.138983	0.161987	-7.70764e-08
7296	0.16308	0.20038	3.92134e-06
7424	0.165027	0.221986	3.53306e-06
7552	0.159722	0.22921	7.40547e-06
